full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Ukiyo_e\kitagawa-utamaro_okita-the-tea-house-girl-1.jpg,Ukiyo_e\kitagawa-utamaro_okita-the-tea-house-girl-1.jpg,Ukiyo_e,kitagawa-utamaro_okita-the-tea-house-girl-1.jpg,She is on her to serve tea that makes me feel contentment,contentment
data\raw\wikiart\Baroque\rembrandt_the-resurection-of-christ-1639.jpg,Baroque\rembrandt_the-resurection-of-christ-1639.jpg,Baroque,rembrandt_the-resurection-of-christ-1639.jpg,"With the lit-up focal point on the angel, it feels very biblical.",disgust
data\raw\wikiart\Abstract_Expressionism\sam-francis_untitled-sf-56-003-1956.jpg,Abstract_Expressionism\sam-francis_untitled-sf-56-003-1956.jpg,Abstract_Expressionism,sam-francis_untitled-sf-56-003-1956.jpg,"I feel confused, I have no idea what they are trying to convey.",something else
data\raw\wikiart\Realism\ivan-kramskoy_self-portrait.jpg,Realism\ivan-kramskoy_self-portrait.jpg,Realism,ivan-kramskoy_self-portrait.jpg,William pulls out his crib sheet while the professor is distracted.,sadness
data\raw\wikiart\Impressionism\gustave-caillebotte_man-on-a-balcony.jpg,Impressionism\gustave-caillebotte_man-on-a-balcony.jpg,Impressionism,gustave-caillebotte_man-on-a-balcony.jpg,The artist has captured a man deep in thought about the world he sees below him.,awe
data\raw\wikiart\Realism\constantin-stahi_still-life-with-fruit-1902.jpg,Realism\constantin-stahi_still-life-with-fruit-1902.jpg,Realism,constantin-stahi_still-life-with-fruit-1902.jpg,This image is strange and unappetizing because the fruit looks like it is decaying,disgust
data\raw\wikiart\Expressionism\edvard-munch_the-haymaker-1916.jpg,Expressionism\edvard-munch_the-haymaker-1916.jpg,Expressionism,edvard-munch_the-haymaker-1916.jpg,The thin and curved lines of pastel colors create a flowing day.,contentment
data\raw\wikiart\High_Renaissance\giovanni-bellini_baptism-of-christ-st-john-altarpiece-1502-2.jpg,High_Renaissance\giovanni-bellini_baptism-of-christ-st-john-altarpiece-1502-2.jpg,High_Renaissance,giovanni-bellini_baptism-of-christ-st-john-altarpiece-1502-2.jpg,"As someone who left religion, this painting showing a God in the sky who is supposed to be loving makes me angry",anger
data\raw\wikiart\Pop_Art\martial-raysse_tableau-presque-cuv-1964.jpg,Pop_Art\martial-raysse_tableau-presque-cuv-1964.jpg,Pop_Art,martial-raysse_tableau-presque-cuv-1964.jpg,"The colors of the eyes are hypnotizing, and the yellow flower looks like it's jumping out of the picture.",something else
data\raw\wikiart\Art_Nouveau_Modern\raphael-kirchner_roma-5.jpg,Art_Nouveau_Modern\raphael-kirchner_roma-5.jpg,Art_Nouveau_Modern,raphael-kirchner_roma-5.jpg,curious as to know what this is.  Is it advertising something?,something else
data\raw\wikiart\Realism\thomas-eakins_study-of-a-girl-s-head.jpg,Realism\thomas-eakins_study-of-a-girl-s-head.jpg,Realism,thomas-eakins_study-of-a-girl-s-head.jpg,Her boobs look very misshapen and weird,disgust
data\raw\wikiart\Abstract_Expressionism\mark-tobey_forest-fire-1956.jpg,Abstract_Expressionism\mark-tobey_forest-fire-1956.jpg,Abstract_Expressionism,mark-tobey_forest-fire-1956.jpg,the clouds are so cool and very attracting,awe
data\raw\wikiart\Impressionism\pierre-auguste-renoir_woman-with-a-guitar-1897.jpg,Impressionism\pierre-auguste-renoir_woman-with-a-guitar-1897.jpg,Impressionism,pierre-auguste-renoir_woman-with-a-guitar-1897.jpg,I love the theme and the course the artist took here because of how manages to blend in the beauty of the guitar and how it attempts to capture the sound of music into an illustration. I wonder what year in history this painting was supposed to take place.,awe
data\raw\wikiart\Cubism\pablo-picasso_girl-in-chair-1952.jpg,Cubism\pablo-picasso_girl-in-chair-1952.jpg,Cubism,pablo-picasso_girl-in-chair-1952.jpg,Abstract painting of a woman with disjointed faces and a crazily out of norm body. Color scheme is cool blues and pinks.,something else
data\raw\wikiart\Romanticism\francisco-goya_couple-with-parasol-on-the-paseo-1797.jpg,Romanticism\francisco-goya_couple-with-parasol-on-the-paseo-1797.jpg,Romanticism,francisco-goya_couple-with-parasol-on-the-paseo-1797.jpg,A light-hearted couple under a tiny umbrella are unmoved by the descending rain.,amusement
data\raw\wikiart\Naive_Art_Primitivism\fernando-botero_battista-sforza-after-piero-della-francesca.jpg,Naive_Art_Primitivism\fernando-botero_battista-sforza-after-piero-della-francesca.jpg,Naive_Art_Primitivism,fernando-botero_battista-sforza-after-piero-della-francesca.jpg,Weird. This is just weird.,something else
data\raw\wikiart\Realism\theodore-rousseau_landscape-sketch.jpg,Realism\theodore-rousseau_landscape-sketch.jpg,Realism,theodore-rousseau_landscape-sketch.jpg,The sky is grey as if a thunderstorm approaches quickly.,fear
data\raw\wikiart\Expressionism\theo-van-doesburg_portrait-of-nelly-van-doesburg.jpg,Expressionism\theo-van-doesburg_portrait-of-nelly-van-doesburg.jpg,Expressionism,theo-van-doesburg_portrait-of-nelly-van-doesburg.jpg,I'm angry if someone actually paid for this.,anger
data\raw\wikiart\Minimalism\ellsworth-kelly_triangle-form-1951.jpg,Minimalism\ellsworth-kelly_triangle-form-1951.jpg,Minimalism,ellsworth-kelly_triangle-form-1951.jpg,I feel notjing. Looks like my daughters shape flash cards but off centered. Nothing special,something else
data\raw\wikiart\Expressionism\lucian-freud_man-in-a-string-chair-1989.jpg,Expressionism\lucian-freud_man-in-a-string-chair-1989.jpg,Expressionism,lucian-freud_man-in-a-string-chair-1989.jpg,"The work did in the face, brown shade with cracks.",awe
data\raw\wikiart\Impressionism\octav-bancila_ran-cu-pip-1912.jpg,Impressionism\octav-bancila_ran-cu-pip-1912.jpg,Impressionism,octav-bancila_ran-cu-pip-1912.jpg,Horrible painting especially cigar is making me feel disgusted.,disgust
data\raw\wikiart\Romanticism\alphonse-mucha_heraldic-chivalry.jpg,Romanticism\alphonse-mucha_heraldic-chivalry.jpg,Romanticism,alphonse-mucha_heraldic-chivalry.jpg,Impressed byt the knight who has conquered the day and won the fair maidens heart,awe
data\raw\wikiart\Post_Impressionism\panayiotis-tetsis_sifnos-1972.jpg,Post_Impressionism\panayiotis-tetsis_sifnos-1972.jpg,Post_Impressionism,panayiotis-tetsis_sifnos-1972.jpg,"The greys, greens, yellows and blues are sickly in tone.",disgust
data\raw\wikiart\Symbolism\gustav-klimt_the-black-feather-hat.jpg,Symbolism\gustav-klimt_the-black-feather-hat.jpg,Symbolism,gustav-klimt_the-black-feather-hat.jpg,This women looks like a powerful socialite with a lot on her mind,contentment
data\raw\wikiart\Symbolism\mikhail-vrubel_portrait-of-an-officer-pechorin-on-a-sofa-1889.jpg,Symbolism\mikhail-vrubel_portrait-of-an-officer-pechorin-on-a-sofa-1889.jpg,Symbolism,mikhail-vrubel_portrait-of-an-officer-pechorin-on-a-sofa-1889.jpg,"The two candles, so glowing, seems to hint at a romantic evening ahead for the soldier.",excitement
data\raw\wikiart\Realism\ilya-repin_portrait-of-a-woman-olga-shoofs-1907.jpg,Realism\ilya-repin_portrait-of-a-woman-olga-shoofs-1907.jpg,Realism,ilya-repin_portrait-of-a-woman-olga-shoofs-1907.jpg,I liked the woman's smile. I also liked how her eyes were conveying a slight mischeviousness.,contentment
data\raw\wikiart\Post_Impressionism\henri-de-toulouse-lautrec_aristide-bruant-on-his-bicycle-1892.jpg,Post_Impressionism\henri-de-toulouse-lautrec_aristide-bruant-on-his-bicycle-1892.jpg,Post_Impressionism,henri-de-toulouse-lautrec_aristide-bruant-on-his-bicycle-1892.jpg,This newfangled thing sure beats walking all the way there and back.,contentment
data\raw\wikiart\Post_Impressionism\gustave-loiseau_red-house-near-port-marly.jpg,Post_Impressionism\gustave-loiseau_red-house-near-port-marly.jpg,Post_Impressionism,gustave-loiseau_red-house-near-port-marly.jpg,the serene bluish green of the water and the town along the shore creates a feeling of peace,contentment
data\raw\wikiart\Baroque\rembrandt_portrait-of-titus-rembrandt-s-son-1652.jpg,Baroque\rembrandt_portrait-of-titus-rembrandt-s-son-1652.jpg,Baroque,rembrandt_portrait-of-titus-rembrandt-s-son-1652.jpg,Simple quick line drawing of a kid who's looking snotty at the moment.,disgust
data\raw\wikiart\Pointillism\salvador-dali_small-rocky-bay-of-nans-cadaques-1921.jpg,Pointillism\salvador-dali_small-rocky-bay-of-nans-cadaques-1921.jpg,Pointillism,salvador-dali_small-rocky-bay-of-nans-cadaques-1921.jpg,natural lakeside with reflection on the water is relaxing,contentment
data\raw\wikiart\Symbolism\alfred-kubin_in-flight-1920.jpg,Symbolism\alfred-kubin_in-flight-1920.jpg,Symbolism,alfred-kubin_in-flight-1920.jpg,This painting reminds me of the desert and how amazing the land can change into a ranging thunderstorm.,awe
data\raw\wikiart\Naive_Art_Primitivism\fernando-botero_the-first-lady.jpg,Naive_Art_Primitivism\fernando-botero_the-first-lady.jpg,Naive_Art_Primitivism,fernando-botero_the-first-lady.jpg,Love her so chubby and proud of it.,amusement
data\raw\wikiart\Impressionism\camille-pissarro_fog-in-eragny.jpg,Impressionism\camille-pissarro_fog-in-eragny.jpg,Impressionism,camille-pissarro_fog-in-eragny.jpg,The light color in the background makes the sky appear wide and deep,awe
data\raw\wikiart\Post_Impressionism\gwen-john_self-portrait-1902(1).jpg,Post_Impressionism\gwen-john_self-portrait-1902(1).jpg,Post_Impressionism,gwen-john_self-portrait-1902(1).jpg,"Her pallor looks anaemic, her posture forlorn and her expression hopeless.",sadness
data\raw\wikiart\Impressionism\lovis-corinth_the-walchensee-on-saint-john-s-eve-1920.jpg,Impressionism\lovis-corinth_the-walchensee-on-saint-john-s-eve-1920.jpg,Impressionism,lovis-corinth_the-walchensee-on-saint-john-s-eve-1920.jpg,"Artistic painting of the rocky mountains and water, Beautiful!",something else
data\raw\wikiart\Romanticism\ivan-aivazovsky_morning-at-sea-1849.jpg,Romanticism\ivan-aivazovsky_morning-at-sea-1849.jpg,Romanticism,ivan-aivazovsky_morning-at-sea-1849.jpg,your ship is coming in but are you brave enough to get on it,excitement
data\raw\wikiart\Realism\aleksey-savrasov_forest-road-in-sokolniki.jpg,Realism\aleksey-savrasov_forest-road-in-sokolniki.jpg,Realism,aleksey-savrasov_forest-road-in-sokolniki.jpg,The size of the tree and scene is pretty grand.,awe
data\raw\wikiart\Abstract_Expressionism\andy-warhol_oxidation-painting-1978-1.jpg,Abstract_Expressionism\andy-warhol_oxidation-painting-1978-1.jpg,Abstract_Expressionism,andy-warhol_oxidation-painting-1978-1.jpg,The shapes resemble some sort of bacteria I could observe under a microscope.,disgust
data\raw\wikiart\Northern_Renaissance\hieronymus-bosch_st-jerome-praying-1500.jpg,Northern_Renaissance\hieronymus-bosch_st-jerome-praying-1500.jpg,Northern_Renaissance,hieronymus-bosch_st-jerome-praying-1500.jpg,The pink clothing scattered around the ground look like the petals of a fallen rose.,sadness
data\raw\wikiart\Romanticism\richard-parkes-bonington_lake-brientz-and-interlaken-1826.jpg,Romanticism\richard-parkes-bonington_lake-brientz-and-interlaken-1826.jpg,Romanticism,richard-parkes-bonington_lake-brientz-and-interlaken-1826.jpg,The large mountain in the background makes the painting feel immense and large.,awe
data\raw\wikiart\Impressionism\pierre-auguste-renoir_arabs-by-the-sea.jpg,Impressionism\pierre-auguste-renoir_arabs-by-the-sea.jpg,Impressionism,pierre-auguste-renoir_arabs-by-the-sea.jpg,The fringed palms and local seaside natives evoke peace.,contentment
data\raw\wikiart\Baroque\bartolome-esteban-murillo_chasuble-of-st-ildefonso-1660.jpg,Baroque\bartolome-esteban-murillo_chasuble-of-st-ildefonso-1660.jpg,Baroque,bartolome-esteban-murillo_chasuble-of-st-ildefonso-1660.jpg,An artist's conception of 'angels' - don't really care for religious 'art' but the artist was good at capturing colors and expressions of the subjects.,something else
data\raw\wikiart\Realism\edouard-manet_young-woman-reclining-in-spanish-costume-1863.jpg,Realism\edouard-manet_young-woman-reclining-in-spanish-costume-1863.jpg,Realism,edouard-manet_young-woman-reclining-in-spanish-costume-1863.jpg,the lady is laying back in her ottawa,contentment
data\raw\wikiart\Post_Impressionism\pablo-picasso_composition-peasants-1906.jpg,Post_Impressionism\pablo-picasso_composition-peasants-1906.jpg,Post_Impressionism,pablo-picasso_composition-peasants-1906.jpg,It seems like the man is a centaur and the woman a midget,amusement
data\raw\wikiart\Expressionism\ernst-ludwig-kirchner_cattles-in-the-spring.jpg,Expressionism\ernst-ludwig-kirchner_cattles-in-the-spring.jpg,Expressionism,ernst-ludwig-kirchner_cattles-in-the-spring.jpg,It looks like one animal killed another. The people are just standing there watching.,sadness
data\raw\wikiart\Romanticism\konstantin-makovsky_girl-1.jpg,Romanticism\konstantin-makovsky_girl-1.jpg,Romanticism,konstantin-makovsky_girl-1.jpg,She painted lovingly with such soft strokes and delicate colors,contentment
data\raw\wikiart\Impressionism\eugene-boudin_camaret-fishing-boats-off-the-shore.jpg,Impressionism\eugene-boudin_camaret-fishing-boats-off-the-shore.jpg,Impressionism,eugene-boudin_camaret-fishing-boats-off-the-shore.jpg,The numerous sailing ships appear to be warships going to war.,excitement
data\raw\wikiart\Naive_Art_Primitivism\tarsila-do-amaral_o-touro.jpg,Naive_Art_Primitivism\tarsila-do-amaral_o-touro.jpg,Naive_Art_Primitivism,tarsila-do-amaral_o-touro.jpg,look a cross between a long horn and a black dachsund,amusement
data\raw\wikiart\Realism\winslow-homer_palm-trees-bahamas.jpg,Realism\winslow-homer_palm-trees-bahamas.jpg,Realism,winslow-homer_palm-trees-bahamas.jpg,I like how these dark palm trees stand out against the bright sky.,contentment
data\raw\wikiart\Impressionism\maxime-maufra_the-banks-of-the-river-auray.jpg,Impressionism\maxime-maufra_the-banks-of-the-river-auray.jpg,Impressionism,maxime-maufra_the-banks-of-the-river-auray.jpg,This painting is a scene where the river is king. The road winds its way beside the water. Someone brings refreshment for the workers and now the gray haired lady walks back home. It appears they are trying to make a crossing or even a damn across the water. There are people working on the other bank. Clearing the banks of the water. Harvesting the trees to make a raft or boat. Lots of manpower used and needed for this task.,contentment
data\raw\wikiart\Expressionism\egon-schiele_poldi-lodzinsky-1910.jpg,Expressionism\egon-schiele_poldi-lodzinsky-1910.jpg,Expressionism,egon-schiele_poldi-lodzinsky-1910.jpg,The expression on the face makes me feel uncomfortable and worried.,fear
data\raw\wikiart\Expressionism\amedeo-modigliani_portrait-of-leopold-zborowski.jpg,Expressionism\amedeo-modigliani_portrait-of-leopold-zborowski.jpg,Expressionism,amedeo-modigliani_portrait-of-leopold-zborowski.jpg,I believe this to be a self-portait and I enjoy it,contentment
data\raw\wikiart\Symbolism\mstislav-dobuzhinsky_kaunas-1933.jpg,Symbolism\mstislav-dobuzhinsky_kaunas-1933.jpg,Symbolism,mstislav-dobuzhinsky_kaunas-1933.jpg,It looks like a boring town. The shape of the houses is strange.,sadness
data\raw\wikiart\Symbolism\nicholas-roerich_yaroslav-is-glad-for-kiev-1938.jpg,Symbolism\nicholas-roerich_yaroslav-is-glad-for-kiev-1938.jpg,Symbolism,nicholas-roerich_yaroslav-is-glad-for-kiev-1938.jpg,Indifference - the lack of any real perspective and colour is off putting,something else
data\raw\wikiart\Minimalism\ronnie-landfield_series-painting-8-1966.jpg,Minimalism\ronnie-landfield_series-painting-8-1966.jpg,Minimalism,ronnie-landfield_series-painting-8-1966.jpg,The colors with the straight lines make me not feel anxious.  It makes me happy,excitement
data\raw\wikiart\Northern_Renaissance\albrecht-durer_hercules-kills-the-symphalic-bird-1520.jpg,Northern_Renaissance\albrecht-durer_hercules-kills-the-symphalic-bird-1520.jpg,Northern_Renaissance,albrecht-durer_hercules-kills-the-symphalic-bird-1520.jpg,This makes me feel curious/contemplative as to if the guy is trying to shoot the devil or the angel or keep both away.,something else
data\raw\wikiart\Mannerism_Late_Renaissance\el-greco_st-francis-receiving-the-stigmata-1.jpg,Mannerism_Late_Renaissance\el-greco_st-francis-receiving-the-stigmata-1.jpg,Mannerism_Late_Renaissance,el-greco_st-francis-receiving-the-stigmata-1.jpg,"This is a depressing painting. I don't know who the man is, but the skull next to him is creepy, and it looks like there is an angel in the sky, or maybe a spirit of someone ascending. It is dark and dismal.",sadness
